,id,date.entered,week,rank
106,2,2000-09-02,wk31,
107,2,2000-09-02,wk32,
108,2,2000-09-02,wk33,
109,2,2000-09-02,wk34,
110,2,2000-09-02,wk35,
111,2,2000-09-02,wk36,
112,2,2000-09-02,wk37,
113,2,2000-09-02,wk38,
114,2,2000-09-02,wk39,
115,2,2000-09-02,wk40,
116,2,2000-09-02,wk41,
117,2,2000-09-02,wk42,
118,2,2000-09-02,wk43,
119,2,2000-09-02,wk44,
120,2,2000-09-02,wk45,
121,2,2000-09-02,wk46,
122,2,2000-09-02,wk47,
123,2,2000-09-02,wk48,
124,2,2000-09-02,wk49,
125,2,2000-09-02,wk50,
126,2,2000-09-02,wk51,
127,2,2000-09-02,wk52,
128,2,2000-09-02,wk53,
129,2,2000-09-02,wk54,
130,2,2000-09-02,wk55,
131,2,2000-09-02,wk56,
132,2,2000-09-02,wk57,
133,2,2000-09-02,wk58,
134,2,2000-09-02,wk59,
135,2,2000-09-02,wk60,
136,2,2000-09-02,wk61,
137,2,2000-09-02,wk62,
138,2,2000-09-02,wk63,
139,2,2000-09-02,wk64,
140,2,2000-09-02,wk65,
141,2,2000-09-02,wk66,
142,2,2000-09-02,wk67,
143,2,2000-09-02,wk68,
144,2,2000-09-02,wk69,
145,2,2000-09-02,wk70,
146,2,2000-09-02,wk71,
147,2,2000-09-02,wk72,
148,2,2000-09-02,wk73,
149,2,2000-09-02,wk74,
150,2,2000-09-02,wk75,
151,2,2000-09-02,wk76,
152,3,2000-04-08,wk1,81.0
153,3,2000-04-08,wk2,70.0
154,3,2000-04-08,wk3,68.0
155,3,2000-04-08,wk4,67.0
156,3,2000-04-08,wk5,66.0
157,3,2000-04-08,wk6,57.0
158,3,2000-04-08,wk7,54.0
159,3,2000-04-08,wk8,53.0
160,3,2000-04-08,wk9,51.0
161,3,2000-04-08,wk10,51.0
162,3,2000-04-08,wk11,51.0
163,3,2000-04-08,wk12,51.0
164,3,2000-04-08,wk13,47.0
165,3,2000-04-08,wk14,44.0
166,3,2000-04-08,wk15,38.0
167,3,2000-04-08,wk16,28.0
168,3,2000-04-08,wk17,22.0
169,3,2000-04-08,wk18,18.0
170,3,2000-04-08,wk19,18.0
171,3,2000-04-08,wk20,14.0
172,3,2000-04-08,wk21,12.0
173,3,2000-04-08,wk22,7.0
174,3,2000-04-08,wk23,6.0
175,3,2000-04-08,wk24,6.0
176,3,2000-04-08,wk25,6.0
177,3,2000-04-08,wk26,5.0
178,3,2000-04-08,wk27,5.0
179,3,2000-04-08,wk28,4.0
180,3,2000-04-08,wk29,4.0
181,3,2000-04-08,wk30,4.0
182,3,2000-04-08,wk31,4.0
183,3,2000-04-08,wk32,3.0
184,3,2000-04-08,wk33,3.0
185,3,2000-04-08,wk34,3.0
186,3,2000-04-08,wk35,4.0
187,3,2000-04-08,wk36,5.0
188,3,2000-04-08,wk37,5.0
189,3,2000-04-08,wk38,9.0
190,3,2000-04-08,wk39,9.0
191,3,2000-04-08,wk40,15.0
192,3,2000-04-08,wk41,14.0
193,3,2000-04-08,wk42,13.0
194,3,2000-04-08,wk43,14.0
195,3,2000-04-08,wk44,16.0
196,3,2000-04-08,wk45,17.0
197,3,2000-04-08,wk46,21.0
198,3,2000-04-08,wk47,22.0
199,3,2000-04-08,wk48,24.0
200,3,2000-04-08,wk49,28.0
201,3,2000-04-08,wk50,33.0
202,3,2000-04-08,wk51,42.0
203,3,2000-04-08,wk52,42.0
204,3,2000-04-08,wk53,49.0
205,3,2000-04-08,wk54,
206,3,2000-04-08,wk55,
207,3,2000-04-08,wk56,
208,3,2000-04-08,wk57,
209,3,2000-04-08,wk58,
210,3,2000-04-08,wk59,
211,3,2000-04-08,wk60,
212,3,2000-04-08,wk61,
213,3,2000-04-08,wk62,
214,3,2000-04-08,wk63,
215,3,2000-04-08,wk64,
216,3,2000-04-08,wk65,
217,3,2000-04-08,wk66,
218,3,2000-04-08,wk67,
219,3,2000-04-08,wk68,
220,3,2000-04-08,wk69,
221,3,2000-04-08,wk70,
222,3,2000-04-08,wk71,
223,3,2000-04-08,wk72,
224,3,2000-04-08,wk73,
225,3,2000-04-08,wk74,
226,3,2000-04-08,wk75,
227,3,2000-04-08,wk76,
228,4,2000-10-21,wk1,76.0
229,4,2000-10-21,wk2,76.0
230,4,2000-10-21,wk3,72.0
231,4,2000-10-21,wk4,69.0
232,4,2000-10-21,wk5,67.0
233,4,2000-10-21,wk6,65.0
234,4,2000-10-21,wk7,55.0
235,4,2000-10-21,wk8,59.0
236,4,2000-10-21,wk9,62.0
237,4,2000-10-21,wk10,61.0
238,4,2000-10-21,wk11,61.0
239,4,2000-10-21,wk12,59.0
240,4,2000-10-21,wk13,61.0
241,4,2000-10-21,wk14,66.0
242,4,2000-10-21,wk15,72.0
243,4,2000-10-21,wk16,76.0
244,4,2000-10-21,wk17,75.0
245,4,2000-10-21,wk18,67.0
246,4,2000-10-21,wk19,73.0
247,4,2000-10-21,wk20,70.0
248,4,2000-10-21,wk21,
249,4,2000-10-21,wk22,
250,4,2000-10-21,wk23,
251,4,2000-10-21,wk24,
252,4,2000-10-21,wk25,
253,4,2000-10-21,wk26,
254,4,2000-10-21,wk27,
255,4,2000-10-21,wk28,
256,4,2000-10-21,wk29,
257,4,2000-10-21,wk30,
258,4,2000-10-21,wk31,
259,4,2000-10-21,wk32,
260,4,2000-10-21,wk33,
261,4,2000-10-21,wk34,
262,4,2000-10-21,wk35,
263,4,2000-10-21,wk36,
264,4,2000-10-21,wk37,
265,4,2000-10-21,wk38,
266,4,2000-10-21,wk39,
267,4,2000-10-21,wk40,
268,4,2000-10-21,wk41,
269,4,2000-10-21,wk42,
270,4,2000-10-21,wk43,
271,4,2000-10-21,wk44,
272,4,2000-10-21,wk45,
273,4,2000-10-21,wk46,
274,4,2000-10-21,wk47,
275,4,2000-10-21,wk48,
276,4,2000-10-21,wk49,
277,4,2000-10-21,wk50,
278,4,2000-10-21,wk51,
279,4,2000-10-21,wk52,
280,4,2000-10-21,wk53,
281,4,2000-10-21,wk54,
282,4,2000-10-21,wk55,
283,4,2000-10-21,wk56,
284,4,2000-10-21,wk57,
285,4,2000-10-21,wk58,
286,4,2000-10-21,wk59,
287,4,2000-10-21,wk60,
288,4,2000-10-21,wk61,
289,4,2000-10-21,wk62,
290,4,2000-10-21,wk63,
291,4,2000-10-21,wk64,
292,4,2000-10-21,wk65,
293,4,2000-10-21,wk66,
294,4,2000-10-21,wk67,
295,4,2000-10-21,wk68,
296,4,2000-10-21,wk69,
297,4,2000-10-21,wk70,
298,4,2000-10-21,wk71,
299,4,2000-10-21,wk72,
300,4,2000-10-21,wk73,
301,4,2000-10-21,wk74,
302,4,2000-10-21,wk75,
303,4,2000-10-21,wk76,
304,5,2000-04-15,wk1,57.0
305,5,2000-04-15,wk2,34.0
306,5,2000-04-15,wk3,25.0
307,5,2000-04-15,wk4,17.0
308,5,2000-04-15,wk5,17.0
309,5,2000-04-15,wk6,31.0
310,5,2000-04-15,wk7,36.0
311,5,2000-04-15,wk8,49.0
312,5,2000-04-15,wk9,53.0
313,5,2000-04-15,wk10,57.0
314,5,2000-04-15,wk11,64.0
315,5,2000-04-15,wk12,70.0
316,5,2000-04-15,wk13,75.0
317,5,2000-04-15,wk14,76.0
318,5,2000-04-15,wk15,78.0
319,5,2000-04-15,wk16,85.0
320,5,2000-04-15,wk17,92.0
321,5,2000-04-15,wk18,96.0
322,5,2000-04-15,wk19,
323,5,2000-04-15,wk20,
324,5,2000-04-15,wk21,
325,5,2000-04-15,wk22,
326,5,2000-04-15,wk23,
327,5,2000-04-15,wk24,
328,5,2000-04-15,wk25,
329,5,2000-04-15,wk26,
330,5,2000-04-15,wk27,
331,5,2000-04-15,wk28,
332,5,2000-04-15,wk29,
333,5,2000-04-15,wk30,
334,5,2000-04-15,wk31,
335,5,2000-04-15,wk32,
336,5,2000-04-15,wk33,
337,5,2000-04-15,wk34,
338,5,2000-04-15,wk35,
339,5,2000-04-15,wk36,
340,5,2000-04-15,wk37,
341,5,2000-04-15,wk38,
342,5,2000-04-15,wk39,
343,5,2000-04-15,wk40,
344,5,2000-04-15,wk41,
345,5,2000-04-15,wk42,
346,5,2000-04-15,wk43,
347,5,2000-04-15,wk44,
348,5,2000-04-15,wk45,
349,5,2000-04-15,wk46,
350,5,2000-04-15,wk47,
351,5,2000-04-15,wk48,
352,5,2000-04-15,wk49,
353,5,2000-04-15,wk50,
354,5,2000-04-15,wk51,
355,5,2000-04-15,wk52,
356,5,2000-04-15,wk53,
357,5,2000-04-15,wk54,
358,5,2000-04-15,wk55,
359,5,2000-04-15,wk56,
360,5,2000-04-15,wk57,
361,5,2000-04-15,wk58,
362,5,2000-04-15,wk59,
363,5,2000-04-15,wk60,
364,5,2000-04-15,wk61,
365,5,2000-04-15,wk62,
366,5,2000-04-15,wk63,
367,5,2000-04-15,wk64,
368,5,2000-04-15,wk65,
369,5,2000-04-15,wk66,
370,5,2000-04-15,wk67,
371,5,2000-04-15,wk68,
372,5,2000-04-15,wk69,
373,5,2000-04-15,wk70,
374,5,2000-04-15,wk71,
375,5,2000-04-15,wk72,
376,5,2000-04-15,wk73,
377,5,2000-04-15,wk74,
378,5,2000-04-15,wk75,
379,5,2000-04-15,wk76,
380,6,2000-08-19,wk1,51.0
381,6,2000-08-19,wk2,39.0
382,6,2000-08-19,wk3,34.0
383,6,2000-08-19,wk4,26.0
384,6,2000-08-19,wk5,26.0
385,6,2000-08-19,wk6,19.0
386,6,2000-08-19,wk7,2.0
387,6,2000-08-19,wk8,2.0
388,6,2000-08-19,wk9,3.0
389,6,2000-08-19,wk10,6.0
390,6,2000-08-19,wk11,7.0
391,6,2000-08-19,wk12,22.0
392,6,2000-08-19,wk13,29.0
393,6,2000-08-19,wk14,36.0
394,6,2000-08-19,wk15,47.0
395,6,2000-08-19,wk16,67.0
396,6,2000-08-19,wk17,66.0
397,6,2000-08-19,wk18,84.0
398,6,2000-08-19,wk19,93.0
399,6,2000-08-19,wk20,94.0
400,6,2000-08-19,wk21,
401,6,2000-08-19,wk22,
402,6,2000-08-19,wk23,
403,6,2000-08-19,wk24,
404,6,2000-08-19,wk25,
405,6,2000-08-19,wk26,
406,6,2000-08-19,wk27,
407,6,2000-08-19,wk28,
408,6,2000-08-19,wk29,
409,6,2000-08-19,wk30,
410,6,2000-08-19,wk31,
411,6,2000-08-19,wk32,
412,6,2000-08-19,wk33,
413,6,2000-08-19,wk34,
414,6,2000-08-19,wk35,
415,6,2000-08-19,wk36,
416,6,2000-08-19,wk37,
417,6,2000-08-19,wk38,
418,6,2000-08-19,wk39,
419,6,2000-08-19,wk40,
420,6,2000-08-19,wk41,
421,6,2000-08-19,wk42,
422,6,2000-08-19,wk43,
423,6,2000-08-19,wk44,
424,6,2000-08-19,wk45,
425,6,2000-08-19,wk46,
426,6,2000-08-19,wk47,
427,6,2000-08-19,wk48,
428,6,2000-08-19,wk49,
429,6,2000-08-19,wk50,
430,6,2000-08-19,wk51,
431,6,2000-08-19,wk52,
432,6,2000-08-19,wk53,
433,6,2000-08-19,wk54,
434,6,2000-08-19,wk55,
435,6,2000-08-19,wk56,
436,6,2000-08-19,wk57,
437,6,2000-08-19,wk58,
438,6,2000-08-19,wk59,
439,6,2000-08-19,wk60,
440,6,2000-08-19,wk61,
441,6,2000-08-19,wk62,
442,6,2000-08-19,wk63,
443,6,2000-08-19,wk64,
444,6,2000-08-19,wk65,
445,6,2000-08-19,wk66,
446,6,2000-08-19,wk67,
447,6,2000-08-19,wk68,
448,6,2000-08-19,wk69,
449,6,2000-08-19,wk70,
450,6,2000-08-19,wk71,
451,6,2000-08-19,wk72,
452,6,2000-08-19,wk73,
453,6,2000-08-19,wk74,
454,6,2000-08-19,wk75,
455,6,2000-08-19,wk76,
456,7,2000-07-08,wk1,97.0
457,7,2000-07-08,wk2,97.0
458,7,2000-07-08,wk3,96.0
459,7,2000-07-08,wk4,95.0
460,7,2000-07-08,wk5,100.0
461,7,2000-07-08,wk6,
462,7,2000-07-08,wk7,
463,7,2000-07-08,wk8,
464,7,2000-07-08,wk9,
465,7,2000-07-08,wk10,
466,7,2000-07-08,wk11,
467,7,2000-07-08,wk12,
468,7,2000-07-08,wk13,
469,7,2000-07-08,wk14,
470,7,2000-07-08,wk15,
471,7,2000-07-08,wk16,
472,7,2000-07-08,wk17,
473,7,2000-07-08,wk18,
474,7,2000-07-08,wk19,
475,7,2000-07-08,wk20,
476,7,2000-07-08,wk21,
477,7,2000-07-08,wk22,
478,7,2000-07-08,wk23,
479,7,2000-07-08,wk24,
480,7,2000-07-08,wk25,
481,7,2000-07-08,wk26,
482,7,2000-07-08,wk27,
483,7,2000-07-08,wk28,
484,7,2000-07-08,wk29,
485,7,2000-07-08,wk30,
486,7,2000-07-08,wk31,
487,7,2000-07-08,wk32,
488,7,2000-07-08,wk33,
489,7,2000-07-08,wk34,
490,7,2000-07-08,wk35,
491,7,2000-07-08,wk36,
492,7,2000-07-08,wk37,
493,7,2000-07-08,wk38,
494,7,2000-07-08,wk39,
495,7,2000-07-08,wk40,
496,7,2000-07-08,wk41,
497,7,2000-07-08,wk42,
498,7,2000-07-08,wk43,
499,7,2000-07-08,wk44,
500,7,2000-07-08,wk45,
501,7,2000-07-08,wk46,
502,7,2000-07-08,wk47,
503,7,2000-07-08,wk48,
504,7,2000-07-08,wk49,
505,7,2000-07-08,wk50,
506,7,2000-07-08,wk51,
507,7,2000-07-08,wk52,
508,7,2000-07-08,wk53,
509,7,2000-07-08,wk54,
510,7,2000-07-08,wk55,
511,7,2000-07-08,wk56,
512,7,2000-07-08,wk57,
513,7,2000-07-08,wk58,
514,7,2000-07-08,wk59,
515,7,2000-07-08,wk60,
516,7,2000-07-08,wk61,
517,7,2000-07-08,wk62,
518,7,2000-07-08,wk63,
519,7,2000-07-08,wk64,
520,7,2000-07-08,wk65,
521,7,2000-07-08,wk66,
522,7,2000-07-08,wk67,
523,7,2000-07-08,wk68,
524,7,2000-07-08,wk69,
525,7,2000-07-08,wk70,
526,7,2000-07-08,wk71,
527,7,2000-07-08,wk72,
528,7,2000-07-08,wk73,
529,7,2000-07-08,wk74,
530,7,2000-07-08,wk75,
531,7,2000-07-08,wk76,
532,8,2000-01-29,wk1,84.0
533,8,2000-01-29,wk2,62.0
534,8,2000-01-29,wk3,51.0
535,8,2000-01-29,wk4,41.0
536,8,2000-01-29,wk5,38.0
537,8,2000-01-29,wk6,35.0
538,8,2000-01-29,wk7,35.0
539,8,2000-01-29,wk8,38.0
540,8,2000-01-29,wk9,38.0
541,8,2000-01-29,wk10,36.0
542,8,2000-01-29,wk11,37.0
543,8,2000-01-29,wk12,37.0
544,8,2000-01-29,wk13,38.0
545,8,2000-01-29,wk14,49.0
546,8,2000-01-29,wk15,61.0
547,8,2000-01-29,wk16,63.0
548,8,2000-01-29,wk17,62.0
549,8,2000-01-29,wk18,67.0
550,8,2000-01-29,wk19,83.0
551,8,2000-01-29,wk20,86.0
552,8,2000-01-29,wk21,
553,8,2000-01-29,wk22,
554,8,2000-01-29,wk23,
555,8,2000-01-29,wk24,
556,8,2000-01-29,wk25,
557,8,2000-01-29,wk26,
558,8,2000-01-29,wk27,
559,8,2000-01-29,wk28,
560,8,2000-01-29,wk29,
561,8,2000-01-29,wk30,
562,8,2000-01-29,wk31,
563,8,2000-01-29,wk32,
564,8,2000-01-29,wk33,
565,8,2000-01-29,wk34,
566,8,2000-01-29,wk35,
567,8,2000-01-29,wk36,
568,8,2000-01-29,wk37,
569,8,2000-01-29,wk38,
570,8,2000-01-29,wk39,
571,8,2000-01-29,wk40,
572,8,2000-01-29,wk41,
573,8,2000-01-29,wk42,
574,8,2000-01-29,wk43,
575,8,2000-01-29,wk44,
576,8,2000-01-29,wk45,
577,8,2000-01-29,wk46,
578,8,2000-01-29,wk47,
579,8,2000-01-29,wk48,
580,8,2000-01-29,wk49,
581,8,2000-01-29,wk50,
582,8,2000-01-29,wk51,
583,8,2000-01-29,wk52,
584,8,2000-01-29,wk53,
585,8,2000-01-29,wk54,
586,8,2000-01-29,wk55,
587,8,2000-01-29,wk56,
588,8,2000-01-29,wk57,
589,8,2000-01-29,wk58,
590,8,2000-01-29,wk59,
591,8,2000-01-29,wk60,
592,8,2000-01-29,wk61,
593,8,2000-01-29,wk62,
594,8,2000-01-29,wk63,
595,8,2000-01-29,wk64,
596,8,2000-01-29,wk65,
597,8,2000-01-29,wk66,
598,8,2000-01-29,wk67,
599,8,2000-01-29,wk68,
600,8,2000-01-29,wk69,
601,8,2000-01-29,wk70,
602,8,2000-01-29,wk71,
603,8,2000-01-29,wk72,
604,8,2000-01-29,wk73,
605,8,2000-01-29,wk74,
606,8,2000-01-29,wk75,
607,8,2000-01-29,wk76,
608,9,2000-03-18,wk1,59.0
609,9,2000-03-18,wk2,53.0
610,9,2000-03-18,wk3,38.0
611,9,2000-03-18,wk4,28.0
612,9,2000-03-18,wk5,21.0
613,9,2000-03-18,wk6,18.0
614,9,2000-03-18,wk7,16.0
615,9,2000-03-18,wk8,14.0
616,9,2000-03-18,wk9,12.0
617,9,2000-03-18,wk10,10.0
618,9,2000-03-18,wk11,9.0
619,9,2000-03-18,wk12,8.0
620,9,2000-03-18,wk13,6.0
621,9,2000-03-18,wk14,1.0
622,9,2000-03-18,wk15,2.0
623,9,2000-03-18,wk16,2.0
624,9,2000-03-18,wk17,2.0
625,9,2000-03-18,wk18,2.0
626,9,2000-03-18,wk19,3.0
627,9,2000-03-18,wk20,4.0
628,9,2000-03-18,wk21,5.0
629,9,2000-03-18,wk22,5.0
630,9,2000-03-18,wk23,6.0
631,9,2000-03-18,wk24,9.0
632,9,2000-03-18,wk25,13.0
633,9,2000-03-18,wk26,14.0
634,9,2000-03-18,wk27,16.0
635,9,2000-03-18,wk28,23.0
636,9,2000-03-18,wk29,22.0
637,9,2000-03-18,wk30,33.0
638,9,2000-03-18,wk31,36.0
639,9,2000-03-18,wk32,43.0
640,9,2000-03-18,wk33,
641,9,2000-03-18,wk34,
642,9,2000-03-18,wk35,
643,9,2000-03-18,wk36,
644,9,2000-03-18,wk37,
645,9,2000-03-18,wk38,
646,9,2000-03-18,wk39,
647,9,2000-03-18,wk40,
648,9,2000-03-18,wk41,
649,9,2000-03-18,wk42,
650,9,2000-03-18,wk43,
651,9,2000-03-18,wk44,
652,9,2000-03-18,wk45,
653,9,2000-03-18,wk46,
654,9,2000-03-18,wk47,
655,9,2000-03-18,wk48,
656,9,2000-03-18,wk49,
657,9,2000-03-18,wk50,
658,9,2000-03-18,wk51,
659,9,2000-03-18,wk52,
660,9,2000-03-18,wk53,
661,9,2000-03-18,wk54,
662,9,2000-03-18,wk55,
663,9,2000-03-18,wk56,
664,9,2000-03-18,wk57,
665,9,2000-03-18,wk58,
666,9,2000-03-18,wk59,
667,9,2000-03-18,wk60,
668,9,2000-03-18,wk61,
669,9,2000-03-18,wk62,
670,9,2000-03-18,wk63,
671,9,2000-03-18,wk64,
672,9,2000-03-18,wk65,
673,9,2000-03-18,wk66,
674,9,2000-03-18,wk67,
675,9,2000-03-18,wk68,
676,9,2000-03-18,wk69,
677,9,2000-03-18,wk70,
678,9,2000-03-18,wk71,
679,9,2000-03-18,wk72,
680,9,2000-03-18,wk73,
681,9,2000-03-18,wk74,
682,9,2000-03-18,wk75,
683,9,2000-03-18,wk76,
684,10,2000-08-26,wk1,76.0
685,10,2000-08-26,wk2,76.0
686,10,2000-08-26,wk3,74.0
687,10,2000-08-26,wk4,69.0
688,10,2000-08-26,wk5,68.0
689,10,2000-08-26,wk6,67.0
690,10,2000-08-26,wk7,61.0
691,10,2000-08-26,wk8,58.0
692,10,2000-08-26,wk9,57.0
693,10,2000-08-26,wk10,59.0
694,10,2000-08-26,wk11,66.0
695,10,2000-08-26,wk12,68.0
696,10,2000-08-26,wk13,61.0
697,10,2000-08-26,wk14,67.0
698,10,2000-08-26,wk15,59.0
699,10,2000-08-26,wk16,63.0
700,10,2000-08-26,wk17,67.0
701,10,2000-08-26,wk18,71.0
702,10,2000-08-26,wk19,79.0
703,10,2000-08-26,wk20,89.0
704,10,2000-08-26,wk21,
705,10,2000-08-26,wk22,
706,10,2000-08-26,wk23,
707,10,2000-08-26,wk24,
708,10,2000-08-26,wk25,
709,10,2000-08-26,wk26,
710,10,2000-08-26,wk27,
711,10,2000-08-26,wk28,
712,10,2000-08-26,wk29,
713,10,2000-08-26,wk30,
714,10,2000-08-26,wk31,
715,10,2000-08-26,wk32,
716,10,2000-08-26,wk33,
717,10,2000-08-26,wk34,
718,10,2000-08-26,wk35,
719,10,2000-08-26,wk36,
720,10,2000-08-26,wk37,
721,10,2000-08-26,wk38,
722,10,2000-08-26,wk39,
723,10,2000-08-26,wk40,
724,10,2000-08-26,wk41,
725,10,2000-08-26,wk42,
726,10,2000-08-26,wk43,
727,10,2000-08-26,wk44,
728,10,2000-08-26,wk45,
729,10,2000-08-26,wk46,
730,10,2000-08-26,wk47,
731,10,2000-08-26,wk48,
732,10,2000-08-26,wk49,
733,10,2000-08-26,wk50,
734,10,2000-08-26,wk51,
735,10,2000-08-26,wk52,
736,10,2000-08-26,wk53,
737,10,2000-08-26,wk54,
738,10,2000-08-26,wk55,
739,10,2000-08-26,wk56,
740,10,2000-08-26,wk57,
741,10,2000-08-26,wk58,
742,10,2000-08-26,wk59,
743,10,2000-08-26,wk60,
744,10,2000-08-26,wk61,
745,10,2000-08-26,wk62,
746,10,2000-08-26,wk63,
747,10,2000-08-26,wk64,
748,10,2000-08-26,wk65,
749,10,2000-08-26,wk66,
750,10,2000-08-26,wk67,
751,10,2000-08-26,wk68,
752,10,2000-08-26,wk69,
753,10,2000-08-26,wk70,
754,10,2000-08-26,wk71,
755,10,2000-08-26,wk72,
756,10,2000-08-26,wk73,
757,10,2000-08-26,wk74,
758,10,2000-08-26,wk75,
759,10,2000-08-26,wk76,
760,11,2000-04-29,wk1,84.0
761,11,2000-04-29,wk2,84.0
762,11,2000-04-29,wk3,75.0
763,11,2000-04-29,wk4,73.0
764,11,2000-04-29,wk5,73.0
765,11,2000-04-29,wk6,69.0
766,11,2000-04-29,wk7,68.0
767,11,2000-04-29,wk8,65.0
768,11,2000-04-29,wk9,73.0
769,11,2000-04-29,wk10,83.0
770,11,2000-04-29,wk11,92.0
771,11,2000-04-29,wk12,
772,11,2000-04-29,wk13,
773,11,2000-04-29,wk14,
774,11,2000-04-29,wk15,
775,11,2000-04-29,wk16,
776,11,2000-04-29,wk17,
777,11,2000-04-29,wk18,
778,11,2000-04-29,wk19,
779,11,2000-04-29,wk20,
780,11,2000-04-29,wk21,
781,11,2000-04-29,wk22,
782,11,2000-04-29,wk23,
783,11,2000-04-29,wk24,
784,11,2000-04-29,wk25,
785,11,2000-04-29,wk26,
786,11,2000-04-29,wk27,
787,11,2000-04-29,wk28,
788,11,2000-04-29,wk29,
789,11,2000-04-29,wk30,
790,11,2000-04-29,wk31,
791,11,2000-04-29,wk32,
792,11,2000-04-29,wk33,
793,11,2000-04-29,wk34,
794,11,2000-04-29,wk35,
795,11,2000-04-29,wk36,
796,11,2000-04-29,wk37,
797,11,2000-04-29,wk38,
798,11,2000-04-29,wk39,
799,11,2000-04-29,wk40,
800,11,2000-04-29,wk41,
801,11,2000-04-29,wk42,
802,11,2000-04-29,wk43,
803,11,2000-04-29,wk44,
804,11,2000-04-29,wk45,
805,11,2000-04-29,wk46,
806,11,2000-04-29,wk47,
807,11,2000-04-29,wk48,
808,11,2000-04-29,wk49,
809,11,2000-04-29,wk50,
810,11,2000-04-29,wk51,
811,11,2000-04-29,wk52,
812,11,2000-04-29,wk53,
813,11,2000-04-29,wk54,
814,11,2000-04-29,wk55,
815,11,2000-04-29,wk56,
816,11,2000-04-29,wk57,
817,11,2000-04-29,wk58,
818,11,2000-04-29,wk59,
819,11,2000-04-29,wk60,
820,11,2000-04-29,wk61,
821,11,2000-04-29,wk62,
822,11,2000-04-29,wk63,
823,11,2000-04-29,wk64,
824,11,2000-04-29,wk65,
825,11,2000-04-29,wk66,
826,11,2000-04-29,wk67,
827,11,2000-04-29,wk68,
828,11,2000-04-29,wk69,
829,11,2000-04-29,wk70,
830,11,2000-04-29,wk71,
831,11,2000-04-29,wk72,
832,11,2000-04-29,wk73,
833,11,2000-04-29,wk74,
